path,kit,tris_unique,tris_instanced,meshes,materials,textured_materials,normal_mapped,vertex_colour,skinned,animations,bytes,error
game/assets/authored/cataclysm_fen_cistern.glb,assets,4080,4080,1,3,3,0,True,False,0,369340,
game/assets/authored/cataclysm_fen_roof.glb,assets,2992,2992,1,2,2,0,True,False,0,267148,
game/assets/authored/cataclysm_fen_wall.glb,assets,5304,5304,1,5,5,0,True,False,0,500684,
game/assets/authored/cataclysm_forge_lamella.glb,assets,2380,2380,1,3,3,0,True,False,0,241604,
game/assets/authored/cataclysm_forge_threshold.glb,assets,4624,4624,1,3,3,0,True,False,0,414076,
game/assets/authored/cataclysm_impact_fragment.glb,assets,2108,2108,1,3,3,0,True,False,0,221596,
game/assets/authored/cataclysm_root_fragment.glb,assets,3236,3236,1,4,4,0,True,False,0,334024,
game/assets/authored/cataclysm_rootvault_frame.glb,assets,2496,2496,1,4,4,0,True,False,0,266772,
game/assets/authored/cataclysm_rootvault_roof.glb,assets,816,816,1,1,1,0,True,False,0,81684,
game/assets/authored/cataclysm_rootvault_wall.glb,assets,2952,2952,1,4,4,0,True,False,0,301672,
game/assets/authored/cataclysm_upland_paving.glb,assets,680,680,1,1,1,0,True,False,0,71280,
game/assets/authored/cataclysm_upland_shelter.glb,assets,2788,2788,1,3,3,0,True,False,0,270392,
game/assets/authored/cataclysm_upland_wall.glb,assets,3060,3060,1,3,3,0,True,False,0,282100,
game/assets/authored/chest.glb,assets,1776,1776,2,3,3,0,False,False,0,226612,
game/assets/authored/deadfall.glb,assets,158,158,1,1,0,0,True,False,0,12680,
game/assets/authored/fern_bed.glb,assets,2220,2220,1,1,0,0,True,False,0,226160,
game/assets/authored/field_boulder.glb,assets,1428,1428,1,1,0,0,True,False,0,112100,
game/assets/authored/forge_basic.glb,assets,2400,2400,1,5,4,0,False,False,0,300308,
game/assets/authored/forge_improved.glb,assets,2924,2924,1,5,4,0,False,False,0,336496,
game/assets/authored/mason_yard.glb,assets,872,872,1,5,5,0,False,False,0,226636,
game/assets/authored/pillar.glb,assets,44,44,1,1,1,0,False,False,0,51452,
game/assets/authored/shrub.glb,assets,558,558,1,1,0,0,True,False,0,55692,
game/assets/authored/strange_arm.glb,assets,64,64,1,1,0,0,True,False,0,5468,
game/assets/authored/strange_basket.glb,assets,244,244,1,1,0,0,True,False,0,19928,
game/assets/authored/strange_bellows.glb,assets,104,104,1,1,0,0,True,False,0,8720,
game/assets/authored/strange_drum.glb,assets,888,888,1,1,0,0,True,False,0,68676,
game/assets/authored/strange_empty_husk.glb,assets,40,40,1,1,0,0,True,False,0,5772,
game/assets/authored/strange_fern.glb,assets,2860,2860,1,1,0,0,True,False,0,287648,
game/assets/authored/strange_hollow_trunk.glb,assets,2012,2012,1,1,0,0,True,False,0,158732,
game/assets/authored/strange_lamp.glb,assets,88,88,1,1,0,0,True,False,0,7756,
game/assets/authored/strange_landing.glb,assets,88,88,1,1,0,0,True,False,0,7752,
game/assets/authored/strange_lantern_shell.glb,assets,2012,2012,1,1,0,0,True,False,0,158736,
game/assets/authored/strange_lanternheart.glb,assets,140,140,1,1,0,0,True,False,0,14148,
game/assets/authored/strange_lever.glb,assets,104,104,1,1,0,0,True,False,0,8256,
game/assets/authored/strange_lightning_scar.glb,assets,780,780,1,1,0,0,True,False,0,58608,
game/assets/authored/strange_low_outcrop.glb,assets,272,272,1,1,0,0,True,False,0,20984,
game/assets/authored/strange_moss.glb,assets,1540,1540,1,1,0,0,True,False,0,116288,
game/assets/authored/strange_pullstone.glb,assets,472,472,1,1,0,0,True,False,0,37812,
game/assets/authored/strange_root_arch.glb,assets,4860,4860,1,1,0,0,True,False,0,370220,
game/assets/authored/strange_root_arch_b.glb,assets,4860,4860,1,1,0,0,True,False,0,370224,
game/assets/authored/strange_root_arch_c.glb,assets,4860,4860,1,1,0,0,True,False,0,370224,
game/assets/authored/strange_root_crown.glb,assets,10092,10092,1,1,0,0,True,False,0,1030104,
game/assets/authored/strange_scree.glb,assets,1632,1632,1,1,0,0,True,False,0,119868,
game/assets/authored/strange_sedge.glb,assets,600,600,1,1,0,0,True,False,0,48008,
game/assets/authored/strange_sorter.glb,assets,280,280,1,1,0,0,True,False,0,22732,
game/assets/authored/strange_stone_rib.glb,assets,1108,1108,1,1,0,0,True,False,0,84544,
game/assets/authored/strange_stormglass.glb,assets,500,500,1,1,0,0,True,False,0,37908,
game/assets/authored/strange_thrumroot_core.glb,assets,948,948,1,1,0,0,True,False,0,74952,
game/assets/authored/strange_thrumroot_shell.glb,assets,266,266,1,1,0,0,True,False,0,20456,
game/assets/authored/strange_vent_case.glb,assets,342,342,1,1,0,0,True,False,0,25940,
game/assets/authored/strange_ventlung.glb,assets,2300,2300,1,1,0,0,True,False,0,177016,
game/assets/authored/strange_wildwood_tree.glb,assets,11042,11042,1,1,0,0,True,False,0,1102268,
game/assets/authored/strange_winch.glb,assets,156,156,1,1,0,0,True,False,0,12480,
game/assets/authored/stump.glb,assets,256,256,1,1,0,0,True,False,0,20104,
game/assets/authored/wall_panel.glb,assets,628,628,15,6,6,0,False,False,0,359876,
game/assets/authored/workbench.glb,assets,1004,1004,1,3,3,0,False,False,0,168204,
game/assets/authored/e1/mason_yard_near.glb,assets,7360,7360,1,6,4,4,False,False,0,5256172,
game/assets/authored/e1/workbench_near.glb,assets,4732,4732,1,2,2,2,False,False,0,3897776,
game/assets/authored/porcupine/porcupine.glb,assets,154400,154400,13,3,0,0,False,True,4,11584028,
game/assets/authored/mobs/ash_hound.glb,assets,19416,19416,1,1,1,0,True,True,4,1397716,
game/assets/authored/mobs/bog_lurker.glb,assets,2124,2124,1,1,0,0,True,True,4,303608,
game/assets/authored/mobs/cinder_archer.glb,assets,1214,1214,1,1,0,0,True,True,4,183368,
game/assets/authored/mobs/cinder_wisp.glb,assets,11236,11236,1,1,1,0,True,True,4,1037860,
game/assets/authored/mobs/ember_whelp.glb,assets,21070,21070,1,1,1,0,True,True,4,1379472,
game/assets/authored/mobs/forge_tyrant.glb,assets,1670,1670,1,1,0,0,True,True,5,244004,
game/assets/authored/mobs/gloom_crawler.glb,assets,2124,2124,1,1,0,0,True,True,4,299160,
game/assets/authored/mobs/hollow_knight.glb,assets,1524,1524,1,1,0,0,True,True,4,217668,
game/assets/authored/mobs/marsh_wisp.glb,assets,11236,11236,1,1,1,0,True,True,4,1046592,
game/assets/authored/mobs/shrieker.glb,assets,1244,1244,1,1,0,0,True,True,4,186648,
game/assets/authored/mobs/stone_husk.glb,assets,1504,1504,1,1,0,0,True,True,4,214212,
game/assets/authored/mobs/valley_elk.glb,assets,24466,24466,1,1,1,0,True,True,2,1579140,
game/assets/authored/roster/hollow_knight/model.glb,assets,79997,79997,1,1,0,0,False,True,4,4956660,
game/assets/authored/roster/shrieker/model.glb,assets,65107,65107,2,1,1,0,False,True,5,17924876,
game/assets/authored/roster/gloom_crawler/model.glb,assets,79997,79997,1,1,0,0,False,True,4,5624244,
game/assets/authored/roster/stone_husk/model.glb,assets,109998,109998,1,1,0,0,False,True,5,7070484,
game/assets/authored/roster/bog_lurker/model.glb,assets,79995,79995,1,1,0,0,False,True,4,5873832,
game/assets/authored/e2/forge_basic_near.glb,assets,6830,6830,1,5,4,4,False,False,0,4117944,
game/assets/authored/e2/forge_improved_near.glb,assets,7902,7902,1,5,4,4,False,False,0,4240736,
game/assets/authored/e3/chest_ash_wood_body.glb,assets,4720,4720,1,3,3,3,False,False,0,5175308,
game/assets/authored/e3/chest_ash_wood_lid.glb,assets,2048,2048,1,3,3,3,False,False,0,4857756,
game/assets/authored/e3/chest_bog_oak_body.glb,assets,4720,4720,1,3,3,3,False,False,0,4695576,
game/assets/authored/e3/chest_bog_oak_lid.glb,assets,2048,2048,1,3,3,3,False,False,0,4378036,
game/assets/authored/e3/chest_bronze_body.glb,assets,4720,4720,1,1,1,1,False,False,0,1630612,
game/assets/authored/e3/chest_bronze_lid.glb,assets,2048,2048,1,1,1,1,False,False,0,1312372,
game/assets/authored/e3/chest_iron_body.glb,assets,4720,4720,1,1,1,1,False,False,0,1609152,
game/assets/authored/e3/chest_iron_lid.glb,assets,2048,2048,1,1,1,1,False,False,0,1290932,
game/assets/authored/e3/chest_pine_body.glb,assets,4720,4720,1,3,3,3,False,False,0,4732168,
game/assets/authored/e3/chest_pine_lid.glb,assets,2048,2048,1,3,3,3,False,False,0,4414660,
game/assets/authored/e3/chest_resinheart_body.glb,assets,4720,4720,1,3,3,3,False,False,0,4728052,
game/assets/authored/e3/chest_resinheart_lid.glb,assets,2048,2048,1,3,3,3,False,False,0,4410476,
game/assets/authored/e3/chest_steel_body.glb,assets,4720,4720,1,1,1,1,False,False,0,1598444,
game/assets/authored/e3/chest_steel_lid.glb,assets,2048,2048,1,1,1,1,False,False,0,1280208,
game/assets/authored/e3/chest_wood_body.glb,assets,4720,4720,1,3,3,3,False,False,0,4806292,
game/assets/authored/e3/chest_wood_lid.glb,assets,2048,2048,1,3,3,3,False,False,0,4488832,
game/assets/authored/e3/fire_ash_wood_ash.glb,assets,400,400,1,1,0,0,False,False,0,61408,
game/assets/authored/e3/fire_ash_wood_embers.glb,assets,72,72,1,1,0,0,False,False,0,8740,
game/assets/authored/e3/fire_ash_wood_fuel.glb,assets,192,192,1,2,2,2,False,False,0,3583224,
game/assets/authored/e3/fire_bog_oak_ash.glb,assets,400,400,1,1,0,0,False,False,0,61408,
game/assets/authored/e3/fire_bog_oak_embers.glb,assets,72,72,1,1,0,0,False,False,0,8736,
game/assets/authored/e3/fire_bog_oak_fuel.glb,assets,192,192,1,2,2,2,False,False,0,3103492,
game/assets/authored/e3/fire_charcoal_ash.glb,assets,400,400,1,1,0,0,False,False,0,61408,
game/assets/authored/e3/fire_charcoal_embers.glb,assets,1080,1080,1,1,0,0,False,False,0,134612,
game/assets/authored/e3/fire_charcoal_fuel.glb,assets,580,580,1,1,1,1,False,False,0,1796548,
game/assets/authored/e3/fire_pine_ash.glb,assets,400,400,1,1,0,0,False,False,0,61404,
game/assets/authored/e3/fire_pine_embers.glb,assets,72,72,1,1,0,0,False,False,0,8736,
game/assets/authored/e3/fire_pine_fuel.glb,assets,192,192,1,2,2,2,False,False,0,3140080,
game/assets/authored/e3/fire_wood_ash.glb,assets,400,400,1,1,0,0,False,False,0,61404,
game/assets/authored/e3/fire_wood_embers.glb,assets,72,72,1,1,0,0,False,False,0,8736,
game/assets/authored/e3/fire_wood_fuel.glb,assets,192,192,1,2,2,2,False,False,0,3214208,
game/assets/authored/fauna/boar.glb,assets,64983,64983,1,0,0,0,True,True,6,7147108,
game/assets/authored/fauna/stag.glb,assets,68257,68257,2,0,0,0,True,True,4,6040368,
game/assets/authored/fauna/wolf.glb,assets,62147,62147,3,0,0,0,True,True,7,5479852,
game/land05/assets/blue-bracts-dry.glb,land05,4488,4488,1,1,0,0,True,False,0,168224,
game/land05/assets/blue-lamination.glb,land05,552,552,1,1,0,0,True,False,0,21308,
game/land05/assets/blue-sheaths.glb,land05,5984,5984,1,1,0,0,True,False,0,223836,
game/land05/assets/green-root-fan.glb,land05,6010,6010,1,1,0,0,True,False,0,230152,
game/land05/assets/green-steppe-colony.glb,land05,4186,4186,1,1,0,0,True,False,0,160788,
game/land05/assets/root-link.glb,land05,176,176,1,1,0,0,True,False,0,6712,
game/land05/assets/white-brace.glb,land05,5975,5975,1,1,0,0,True,False,0,230864,
game/b2/assets/bramble-lod2.glb,b2,2130,2130,2,2,0,0,True,False,0,82408,
game/b2/assets/fern-lush-lod2.glb,b2,3924,3924,2,2,0,0,True,False,0,166980,
game/b2/assets/fern-sparse-lod2.glb,b2,2616,2616,2,2,0,0,True,False,0,112140,
game/b2/assets/grass-edge-lod2.glb,b2,108,108,1,1,0,0,True,False,0,9912,
game/b2/assets/grass-meadow-lod2.glb,b2,216,216,1,1,0,0,True,False,0,18488,
game/b2/assets/sapling-shrub-lod2.glb,b2,9703,9703,3,3,1,0,True,False,0,13691048,
game/land03/assets/erosion-join.glb,land03,2108,2108,1,1,0,0,True,False,0,76576,
game/land03/assets/grass-flow.glb,land03,3600,3600,1,1,0,0,True,False,0,165500,
game/land03/assets/grass-islands.glb,land03,3080,3080,1,1,0,0,True,False,0,141792,
game/land03/assets/red-brush.glb,land03,3940,3940,1,1,0,0,True,False,0,169140,
game/land03/assets/release-nodule.glb,land03,1686,1686,1,1,0,0,True,False,0,53184,
game/land03/assets/sage-fan.glb,land03,3164,3164,1,1,0,0,True,False,0,138168,
game/c6/assets/cataclysm_fen_cistern-lod0.gltf,c6,4080,4080,1,3,2,0,False,False,0,3439,
game/c6/assets/cataclysm_fen_cistern-lod1.gltf,c6,4080,4080,1,3,2,0,False,False,0,3439,
game/c6/assets/cataclysm_fen_cistern-lod2.gltf,c6,4080,4080,1,3,2,0,False,False,0,3439,
game/c6/assets/cataclysm_fen_roof-lod0.gltf,c6,2992,2992,1,1,1,0,False,False,0,2190,
game/c6/assets/cataclysm_fen_roof-lod1.gltf,c6,2992,2992,1,1,1,0,False,False,0,2190,
game/c6/assets/cataclysm_fen_roof-lod2.gltf,c6,2992,2992,1,1,1,0,False,False,0,2190,
game/c6/assets/cataclysm_fen_wall-lod0.gltf,c6,12782,12782,4,5,4,0,False,False,0,8244,
game/c6/assets/cataclysm_fen_wall-lod1.gltf,c6,8644,8644,4,5,4,0,False,False,0,8236,
game/c6/assets/cataclysm_fen_wall-lod2.gltf,c6,6851,6851,4,5,4,0,False,False,0,8231,
game/c6/assets/cataclysm_fen_wall_struck-lod0.gltf,c6,15137,15137,4,5,4,0,True,False,0,9338,
game/c6/assets/cataclysm_fen_wall_struck-lod1.gltf,c6,10897,10897,4,5,4,0,True,False,0,9320,
game/c6/assets/cataclysm_fen_wall_struck-lod2.gltf,c6,8056,8056,4,5,4,0,True,False,0,9314,
game/c6/assets/cataclysm_forge_threshold-lod0.gltf,c6,21022,21022,4,4,3,0,False,False,0,6530,
game/c6/assets/cataclysm_forge_threshold-lod1.gltf,c6,12280,12280,4,4,3,0,False,False,0,6521,
game/c6/assets/cataclysm_forge_threshold-lod2.gltf,c6,8044,8044,4,4,3,0,False,False,0,6514,
game/c6/assets/cataclysm_rootvault_frame-lod0.gltf,c6,11782,11782,4,5,4,0,False,False,0,7549,
game/c6/assets/cataclysm_rootvault_frame-lod1.gltf,c6,6785,6785,4,5,4,0,False,False,0,7539,
game/c6/assets/cataclysm_rootvault_frame-lod2.gltf,c6,4461,4461,4,5,4,0,False,False,0,7538,
game/c6/assets/cataclysm_rootvault_roof-lod0.gltf,c6,816,816,1,1,1,0,False,False,0,1483,
game/c6/assets/cataclysm_rootvault_roof-lod1.gltf,c6,816,816,1,1,1,0,False,False,0,1483,
game/c6/assets/cataclysm_rootvault_roof-lod2.gltf,c6,816,816,1,1,1,0,False,False,0,1483,
game/c6/assets/cataclysm_rootvault_wall-lod0.gltf,c6,10651,10651,4,5,4,0,False,False,0,7547,
game/c6/assets/cataclysm_rootvault_wall-lod1.gltf,c6,6323,6323,4,5,4,0,False,False,0,7542,
game/c6/assets/cataclysm_rootvault_wall-lod2.gltf,c6,4528,4528,4,5,4,0,False,False,0,7542,
game/c6/assets/cataclysm_upland_paving-lod0.gltf,c6,680,680,1,1,1,0,False,False,0,1482,
game/c6/assets/cataclysm_upland_paving-lod1.gltf,c6,680,680,1,1,1,0,False,False,0,1482,
game/c6/assets/cataclysm_upland_paving-lod2.gltf,c6,680,680,1,1,1,0,False,False,0,1482,
game/c6/assets/cataclysm_upland_shelter-lod0.gltf,c6,2788,2788,1,3,2,0,False,False,0,3450,
game/c6/assets/cataclysm_upland_shelter-lod1.gltf,c6,2788,2788,1,3,2,0,False,False,0,3449,
game/c6/assets/cataclysm_upland_shelter-lod2.gltf,c6,2788,2788,1,3,2,0,False,False,0,3449,
game/c6/assets/cataclysm_upland_wall-lod0.gltf,c6,10045,10045,4,4,3,0,False,False,0,6500,
game/c6/assets/cataclysm_upland_wall-lod1.gltf,c6,5990,5990,4,4,3,0,False,False,0,6487,
game/c6/assets/cataclysm_upland_wall-lod2.gltf,c6,4450,4450,4,4,3,0,False,False,0,6482,
game/c6/assets/lf_arrow_stem-lod0.gltf,c6,108,108,1,1,1,0,False,False,0,1425,
game/c6/assets/lf_arrow_stem-lod1.gltf,c6,108,108,1,1,1,0,False,False,0,1425,
game/c6/assets/lf_arrow_stem-lod2.gltf,c6,108,108,1,1,1,0,False,False,0,1425,
game/c6/assets/lf_arrow_tip-lod0.gltf,c6,108,108,1,1,1,0,False,False,0,1422,
game/c6/assets/lf_arrow_tip-lod1.gltf,c6,108,108,1,1,1,0,False,False,0,1422,
game/c6/assets/lf_arrow_tip-lod2.gltf,c6,108,108,1,1,1,0,False,False,0,1422,
game/c6/assets/lf_clamp-lod0.gltf,c6,108,108,1,1,1,0,False,False,0,1384,
game/c6/assets/lf_clamp-lod1.gltf,c6,108,108,1,1,1,0,False,False,0,1384,
game/c6/assets/lf_clamp-lod2.gltf,c6,108,108,1,1,1,0,False,False,0,1384,
game/c6/assets/lf_feed-lod0.gltf,c6,108,108,1,1,1,0,False,False,0,1381,
game/c6/assets/lf_feed-lod1.gltf,c6,108,108,1,1,1,0,False,False,0,1381,
game/c6/assets/lf_feed-lod2.gltf,c6,108,108,1,1,1,0,False,False,0,1381,
game/c6/assets/lf_post-lod0.gltf,c6,108,108,1,1,1,0,False,False,0,1407,
game/c6/assets/lf_post-lod1.gltf,c6,108,108,1,1,1,0,False,False,0,1407,
game/c6/assets/lf_post-lod2.gltf,c6,108,108,1,1,1,0,False,False,0,1407,
game/c6/assets/lf_stamp-lod0.gltf,c6,108,108,1,1,1,0,False,False,0,1382,
game/c6/assets/lf_stamp-lod1.gltf,c6,108,108,1,1,1,0,False,False,0,1382,
game/c6/assets/lf_stamp-lod2.gltf,c6,108,108,1,1,1,0,False,False,0,1382,
game/c6/assets/trail_transition-lod0.gltf,c6,788,788,2,3,2,0,False,False,0,3400,
game/c6/assets/trail_transition-lod1.gltf,c6,788,788,2,3,2,0,False,False,0,3400,
game/c6/assets/trail_transition-lod2.gltf,c6,788,788,2,3,2,0,False,False,0,3400,
game/c6/assets/workbench-lod0.gltf,c6,1004,1004,1,2,2,0,False,False,0,3149,
game/c6/assets/workbench-lod1.gltf,c6,1004,1004,1,2,2,0,False,False,0,3149,
game/c6/assets/workbench-lod2.gltf,c6,1004,1004,1,2,2,0,False,False,0,3149,
game/rf02/assets/grass-edge.glb,rf02,828,828,1,1,0,0,True,False,0,38680,
game/rf02/assets/grass-meadow.glb,rf02,1404,1404,1,1,0,0,True,False,0,64680,
game/f1/assets/lantern_lamp.glb,f1,23648,23648,2,4,4,3,True,False,0,19630108,
game/f1/assets/lanternheart_far.glb,f1,2200,2200,1,1,1,0,True,False,0,13525332,
game/f1/assets/lanternheart_middle.glb,f1,6000,6000,1,1,1,0,True,False,0,13717140,
game/f1/assets/lanternheart_near.glb,f1,14000,14000,1,1,1,0,True,False,0,14076148,
game/f1/assets/stormglass_far.glb,f1,2000,2000,1,2,1,0,True,False,0,9948536,
game/f1/assets/stormglass_lever.glb,f1,18380,18380,3,5,4,3,True,False,0,14696044,
game/f1/assets/stormglass_middle.glb,f1,5000,5000,1,2,1,0,True,False,0,10077816,
game/f1/assets/stormglass_near.glb,f1,12000,12000,1,2,1,0,True,False,0,10349712,
game/f3/assets/magnetic_sorter.glb,f3,22040,22040,2,4,4,3,True,False,0,21290888,
game/f3/assets/pullstone_far.glb,f3,1400,1400,1,1,1,0,True,False,0,16275776,
game/f3/assets/pullstone_middle.glb,f3,6500,6500,1,1,1,0,True,False,0,16578060,
game/f3/assets/pullstone_near.glb,f3,18000,18000,1,1,1,0,True,False,0,17108028,
game/f3/assets/ventlung_bellows.glb,f3,25284,25284,3,4,3,2,True,False,0,20945444,
game/f3/assets/ventlung_far.glb,f3,8500,8500,1,1,1,0,True,False,0,17210248,
game/f3/assets/ventlung_middle.glb,f3,8500,8500,1,1,1,0,True,False,0,17210248,
game/f3/assets/ventlung_near.glb,f3,22000,22000,1,1,1,0,True,False,0,17709096,
game/art07_d3/assets/beam.glb,art07_d3,76,76,1,1,1,0,False,False,0,29480,
game/art07_d3/assets/cube.glb,art07_d3,312,312,1,1,1,0,False,False,0,41012,
game/art07_d3/assets/floor_slab.glb,art07_d3,188,188,1,1,1,0,False,False,0,35484,
game/art07_d3/assets/glazed_window.glb,art07_d3,948,948,1,2,0,0,False,False,0,69920,
game/art07_d3/assets/half_beam.glb,art07_d3,76,76,1,1,1,0,False,False,0,28860,
game/art07_d3/assets/half_beam_solid.glb,art07_d3,44,44,1,1,1,0,False,False,0,38676,
game/art07_d3/assets/half_cube.glb,art07_d3,198,198,1,1,1,0,False,False,0,35092,
game/art07_d3/assets/half_cube_solid.glb,art07_d3,44,44,1,1,1,0,False,False,0,38644,
game/art07_d3/assets/half_pillar.glb,art07_d3,76,76,1,1,1,0,False,False,0,28884,
game/art07_d3/assets/half_pillar_solid.glb,art07_d3,44,44,1,1,1,0,False,False,0,38708,
game/art07_d3/assets/half_slab.glb,art07_d3,76,76,1,1,1,0,False,False,0,28824,
game/art07_d3/assets/half_slab_solid.glb,art07_d3,44,44,1,1,1,0,False,False,0,38648,
